Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
Cannabis,11,1151896,1904066,2001,41.89263048,-87.71759844,"(41.89263, -87.717598)"
Cannabis,25,1139751,1909027,2009,41.90647456,-87.76208139,"(41.906475, -87.762081)"
Cannabis,10,1148889,1891721,2002,41.85881307,-87.72896129,"(41.858813, -87.728961)"
Cannabis,8,1159889,1859170,2004,41.76926952,-87.68947908,"(41.76927, -87.689479)"
Cannabis,11,1149967,1899719,2008,41.88073962,-87.72479616,"(41.88074, -87.724796)"
Heroin,11,1150135,1898396,2013,41.87710589,-87.72421375,"(41.877106, -87.724214)"
Cocaine,15,1136776,1894065,2005,41.86547071,-87.77336856,"(41.865471, -87.773369)"
Cannabis,7,1167806,1860811,2005,41.77360634,-87.66041191,"(41.773606, -87.660412)"
Cannabis,6,1174854,1853253,2002,41.75271206,-87.63480056,"(41.752712, -87.634801)"
Cannabis,15,1144097,1899222,2015,41.87948798,-87.74636303,"(41.879488, -87.746363)"
Crack,11,1153137,1904450,2003,41.89365969,-87.71303053,"(41.89366, -87.713031)"
Cannabis,11,1151585,1904735,2008,41.89447241,-87.71872303,"(41.894472, -87.718723)"
Cannabis,9,1165278,1868456,2004,41.7946391,-87.66946265,"(41.794639, -87.669463)"
Crack,15,1142227,1904327,2009,41.89353161,-87.75310272,"(41.893532, -87.753103)"
Heroin,10,1151466,1893604,2013,41.86393007,-87.7194525,"(41.86393, -87.719452)"
Cannabis,11,1153942,1898488,2006,41.87728335,-87.71023301,"(41.877283, -87.710233)"
Crack,6,1172941,1854808,2004,41.75702159,-87.64176509,"(41.757022, -87.641765)"
Crack,5,1170398,1828264,2006,41.68423665,-87.65185481,"(41.684237, -87.651855)"
Cannabis,6,1174915,1852548,2014,41.7507761,-87.634598,"(41.750776, -87.634598)"
Cannabis,11,1151830,1907436,2003,41.9018794,-87.71775203,"(41.901879, -87.717752)"
Heroin,1,1176730,1886544,2007,41.84402377,-87.62692325,"(41.844024, -87.626923)"
Crack,1,1176730,1886544,2004,41.84402377,-87.62692325,"(41.844024, -87.626923)"
Cannabis,4,1191019,1847992,2007,41.73789999,-87.57573299,"(41.7379, -87.575733)"
Cannabis,19,1169226,1921430,2014,41.93991936,-87.65344692,"(41.939919, -87.653447)"
Hallucinogens,16,1133673,1920602,2003,41.93834664,-87.78413635,"(41.938347, -87.784136)"
Crack,3,1191357,1859787,2001,41.7702583,-87.57411332,"(41.770258, -87.574113)"
Cannabis,16,1139076,1932250,2012,41.97021316,-87.76399441,"(41.970213, -87.763994)"
Cannabis,3,1185110,1862143,2008,41.77687241,-87.59693799,"(41.776872, -87.596938)"
Cannabis,7,1166971,1861619,2004,41.77584148,-87.66344977,"(41.775841, -87.66345)"
Heroin,1,1176818,1895074,2003,41.86742869,-87.62634257,"(41.867429, -87.626343)"
Cannabis,15,1140813,1904116,2002,41.89297873,-87.75830112,"(41.892979, -87.758301)"
Cannabis,8,1158122,1863034,2013,41.77990902,-87.69585114,"(41.779909, -87.695851)"
Cannabis,15,1136785,1905395,2003,41.89656159,-87.77306399,"(41.896562, -87.773064)"
Cannabis,4,1187729,1844023,2003,41.72708748,-87.58791247,"(41.727087, -87.587912)"
Crack,5,1178601,1825406,2006,41.67621189,-87.6219126,"(41.676212, -87.621913)"
Heroin,15,1143336,1901158,2012,41.88481485,-87.74910894,"(41.884815, -87.749109)"
Crack,15,1138144,1906981,2005,41.90088931,-87.76803415,"(41.900889, -87.768034)"
Heroin,11,1152113,1906427,2003,41.89910503,-87.71673917,"(41.899105, -87.716739)"
Cannabis,16,1140558,1931415,2014,41.96789469,-87.75856554,"(41.967895, -87.758566)"
Crack,5,1176570,1835314,2003,41.7034467,-87.62905002,"(41.703447, -87.62905)"
Cannabis,24,1165418,1951478,2009,42.02245403,-87.66658279,"(42.022454, -87.666583)"
Heroin,11,,,2014,,,
Crack,22,1168344,1828803,2002,41.6857601,-87.65935846,"(41.68576, -87.659358)"
Cannabis,11,1147614,1900625,2006,41.88327124,-87.733413,"(41.883271, -87.733413)"
Heroin,10,1152474,1889138,2014,41.85165501,-87.71587005,"(41.851655, -87.71587)"
Cannabis,6,1169735,1850913,2009,41.74640331,-87.65362731,"(41.746403, -87.653627)"
Cannabis,2,1183574,1871398,2009,41.80230488,-87.60228035,"(41.802305, -87.60228)"
Cannabis,18,1172523,1906003,2009,41.89751455,-87.64178672,"(41.897515, -87.641787)"
Cannabis,11,1144555,1903565,2004,41.89139708,-87.74457189,"(41.891397, -87.744572)"
Cannabis,5,1176774,1836565,2007,41.70687504,-87.62826552,"(41.706875, -87.628266)"
Cannabis,7,1167494,1860107,2010,41.77168117,-87.66157579,"(41.771681, -87.661576)"
Heroin,11,1150189,1898398,2013,41.87711032,-87.72401542,"(41.87711, -87.724015)"
Cannabis,6,1175142,1855216,2011,41.75809235,-87.63368666,"(41.758092, -87.633687)"
Heroin,11,1152151,1896781,2014,41.87263465,-87.71685412,"(41.872635, -87.716854)"
Methamphetamines,4,1190726,1852981,2011,41.75159733,-87.57664571,"(41.751597, -87.576646)"
Cannabis,7,1172003,1857114,2005,41.76337018,-87.64513509,"(41.76337, -87.645135)"
Crack,7,1170993,1865379,2007,41.78607245,-87.64859574,"(41.786072, -87.648596)"
Crack,11,1150396,1899641,2011,41.88051722,-87.72322293,"(41.880517, -87.723223)"
Cannabis,3,1177754,1860844,2007,41.77347751,-87.62394389,"(41.773478, -87.623944)"
Cocaine,8,1151339,1871855,2003,41.80425047,-87.72048832,"(41.80425, -87.720488)"
Cannabis,22,1171189,1846280,2012,41.73365808,-87.64843463,"(41.733658, -87.648435)"
Heroin,15,1137140,1898506,2011,41.87765091,-87.77192565,"(41.877651, -87.771926)"
Cannabis,5,1175441,1825832,2002,41.67745192,-87.63346626,"(41.677452, -87.633466)"
Hallucinogens,9,1171192,1887533,2013,41.84686087,-87.64721753,"(41.846861, -87.647218)"
Crack,12,1171574,1894938,2002,41.86717239,-87.64559794,"(41.867172, -87.645598)"
Cannabis,6,1173015,1852135,2010,41.7496849,-87.64157266,"(41.749685, -87.641573)"
Heroin,2,1177699,1884310,2007,41.83787159,-87.62343501,"(41.837872, -87.623435)"
Cannabis,4,1197316,1850435,2005,41.74444934,-87.55258165,"(41.744449, -87.552582)"
Heroin,25,1149596,1908355,2010,41.90444492,-87.72593397,"(41.904445, -87.725934)"
Cannabis,4,1195766,1819235,2008,41.65887187,-87.55928839,"(41.658872, -87.559288)"
Heroin,2,1181467,1875056,2004,41.81239165,-87.60989459,"(41.812392, -87.609895)"
Cannabis,24,1167151,1942254,2005,41.99710603,-87.66047208,"(41.997106, -87.660472)"
Cannabis,8,1152177,1860488,2013,41.77304127,-87.7177134,"(41.773041, -87.717713)"
Barbituates,4,1191768,1847705,2013,41.73709431,-87.57299818,"(41.737094, -87.572998)"
Cannabis,3,1192538,1858860,2012,41.76768585,-87.5698145,"(41.767686, -87.569814)"
Crack,15,1141354,1900640,2008,41.88343019,-87.75640003,"(41.88343, -87.7564)"
Crack,7,1164761,1863213,2012,41.78026258,-87.67150648,"(41.780263, -87.671506)"
Crack,2,1176316,1886532,2002,41.84400018,-87.6284429,"(41.844, -87.628443)"
Cannabis,11,1151117,1905078,2011,41.89542282,-87.72043287,"(41.895423, -87.720433)"
Crack,12,1160419,1899726,2005,41.88054904,-87.68641697,"(41.880549, -87.686417)"
Crack,11,1148129,1899324,2004,41.87969126,-87.73155537,"(41.879691, -87.731555)"
Heroin,15,1142833,1906658,2010,41.89991688,-87.75081894,"(41.899917, -87.750819)"
Cannabis,24,1161580,1949798,2002,42.01792526,-87.68075398,"(42.017925, -87.680754)"
Cannabis,5,1178013,1829378,2013,41.68712496,-87.62394511,"(41.687125, -87.623945)"
Cannabis,25,1143637,1915521,2005,41.92422288,-87.7476435,"(41.924223, -87.747644)"
Cannabis,4,1197450,1852172,2010,41.74921246,-87.55203288,"(41.749212, -87.552033)"
Crack,18,1173332,1906723,2003,41.89947234,-87.63879398,"(41.899472, -87.638794)"
Heroin,2,1182920,1876517,2002,41.81636705,-87.60451961,"(41.816367, -87.60452)"
Cannabis,11,1153680,1901254,2014,41.88487876,-87.71112138,"(41.884879, -87.711121)"
Cannabis,11,1157392,1894579,2012,41.86648724,-87.69767182,"(41.866487, -87.697672)"
Crack,25,1136800,1907602,2008,41.9026176,-87.77295594,"(41.902618, -87.772956)"
Cannabis,5,1178418,1835813,2014,41.70477435,-87.62226799,"(41.704774, -87.622268)"
Heroin,9,1169852,1870819,2005,41.80102528,-87.65262127,"(41.801025, -87.652621)"
Cannabis,6,1172643,1853541,2007,41.75355135,-87.64289447,"(41.753551, -87.642894)"
Crack,7,1171796,1860257,2015,41.7719995,-87.6458017,"(41.771999, -87.645802)"
Cannabis,25,1136503,1910219,2011,41.90980429,-87.77398421,"(41.909804, -87.773984)"
Crack,7,1166634,1867347,2003,41.79156703,-87.66452185,"(41.791567, -87.664522)"
Cannabis,8,1161887,1860545,2008,41.77300144,-87.68211714,"(41.773001, -87.682117)"
Cannabis,11,1152553,1894662,2008,41.86681195,-87.71543419,"(41.866812, -87.715434)"
Heroin,2,1180983,1876420,2015,41.81614574,-87.61162786,"(41.816146, -87.611628)"
Cannabis,10,1150959,1893673,2001,41.86412935,-87.72131188,"(41.864129, -87.721312)"
Crack,19,1162151,1918587,2007,41.93226903,-87.67952937,"(41.932269, -87.679529)"
Cannabis,4,1193873,1854126,2002,41.75466277,-87.5650762,"(41.754663, -87.565076)"
Cannabis,1,1177528,1890620,2002,41.85519055,-87.6238712,"(41.855191, -87.623871)"
Cannabis,11,1144846,1895942,2005,41.87047317,-87.74369552,"(41.870473, -87.743696)"
Cannabis,25,1141770,1909188,2005,41.90687923,-87.75466072,"(41.906879, -87.754661)"
Cannabis,17,1152680,1930355,2015,41.96475418,-87.71402174,"(41.964754, -87.714022)"
Heroin,12,1159828,1899934,2004,41.88113202,-87.68858133,"(41.881132, -87.688581)"
Cocaine,17,1147032,1931559,2002,41.96816819,-87.73475721,"(41.968168, -87.734757)"
Cannabis,8,1160126,1862620,2005,41.77873194,-87.68851553,"(41.778732, -87.688516)"
Cannabis,17,1155054,1933056,2008,41.97211847,-87.70522032,"(41.972118, -87.70522)"
Heroin,12,1160739,1895515,2008,41.86898704,-87.68535869,"(41.868987, -87.685359)"
Cannabis,15,1141168,1899515,2014,41.88034648,-87.75711079,"(41.880346, -87.757111)"
Cannabis,8,1155495,1868002,2001,41.79359497,-87.70534915,"(41.793595, -87.705349)"
Cannabis,22,1168148,1828467,2009,41.68484227,-87.66008559,"(41.684842, -87.660086)"
Cannabis,2,1178763,1876337,2013,41.81596885,-87.61977374,"(41.815969, -87.619774)"
Cannabis,20,1156348,1932071,2006,41.96938944,-87.70048881,"(41.969389, -87.700489)"
Cannabis,14,1153454,1908679,2009,41.90525817,-87.71175376,"(41.905258, -87.711754)"
Crack,24,1166511,1947311,2002,42.0109963,-87.66268065,"(42.010996, -87.662681)"
Cannabis,8,1153034,1846954,2010,41.73588486,-87.71492843,"(41.735885, -87.714928)"
Cannabis,7,1168825,1857687,2009,41.76501175,-87.65676656,"(41.765012, -87.656767)"
Cannabis,16,1142849,1921819,2002,41.94151994,-87.75038162,"(41.94152, -87.750382)"
Crack,4,1197404,1852131,2001,41.74910109,-87.5522028,"(41.749101, -87.552203)"
Cannabis,10,1153920,1893361,2015,41.86321475,-87.71045039,"(41.863215, -87.71045)"
Cannabis,11,1159921,1899604,2004,41.88022455,-87.68824895,"(41.880225, -87.688249)"
Cannabis,25,1152002,1913757,2001,41.91922141,-87.7169534,"(41.919221, -87.716953)"
Cannabis,4,1196633,1848996,2004,41.74051759,-87.55513187,"(41.740518, -87.555132)"
Cannabis,11,1153248,1904640,2006,41.89417887,-87.71261781,"(41.894179, -87.712618)"
Cocaine,8,1154645,1865289,2005,41.7861671,-87.70853836,"(41.786167, -87.708538)"
Cannabis,24,1157445,1939758,2010,41.99046063,-87.6962449,"(41.990461, -87.696245)"
Cannabis,15,1141684,1900729,2003,41.88366832,-87.75518603,"(41.883668, -87.755186)"
Cannabis,6,1183617,1844658,2003,41.72892672,-87.60295536,"(41.728927, -87.602955)"
Cannabis,4,1195686,1855945,2012,41.75960962,-87.55837219,"(41.75961, -87.558372)"
Crack,11,1152000,1897724,2005,41.87522532,-87.71738367,"(41.875225, -87.717384)"
Cannabis,5,1171391,1828385,2003,41.68454708,-87.64821621,"(41.684547, -87.648216)"
Crack,9,1164924,1869245,2008,41.79681171,-87.67073846,"(41.796812, -87.670738)"
Heroin,25,1144019,1915489,2001,41.9241279,-87.74624067,"(41.924128, -87.746241)"
Crack,4,1194535,1835259,2001,41.70287378,-87.56326877,"(41.702874, -87.563269)"
Crack,10,1152040,1889399,2005,41.85237978,-87.71745608,"(41.85238, -87.717456)"
Cannabis,6,1177483,1852629,2002,41.75094076,-87.62518522,"(41.750941, -87.625185)"
Cannabis,11,1154228,1895173,2011,41.86818094,-87.70927139,"(41.868181, -87.709271)"
Cannabis,19,1169078,1921667,2001,41.94057291,-87.65398396,"(41.940573, -87.653984)"
Heroin,15,1142825,1901475,2004,41.88569427,-87.75097754,"(41.885694, -87.750978)"
Heroin,11,1160442,1898882,2013,41.87823255,-87.68635588,"(41.878233, -87.686356)"
Crack,15,1140789,1904819,2009,41.89490828,-87.75837196,"(41.894908, -87.758372)"
Cannabis,22,1169305,1831819,2009,41.69401582,-87.65575359,"(41.694016, -87.655754)"
Cannabis,12,1169845,1890331,2006,41.85456825,-87.6520795,"(41.854568, -87.652079)"
Heroin,15,1143320,1902878,2003,41.88953503,-87.7491247,"(41.889535, -87.749125)"
Cannabis,2,1179598,1875748,2005,41.81433352,-87.61672884,"(41.814334, -87.616729)"
Crack,5,1173227,1823115,2006,41.67004508,-87.64165001,"(41.670045, -87.64165)"
Cannabis,8,1146113,1862823,2013,41.77956587,-87.73988377,"(41.779566, -87.739884)"
Heroin,11,1148172,1901542,2005,41.88577687,-87.73134035,"(41.885777, -87.73134)"
Heroin,10,1149652,1891532,2008,41.85827966,-87.72616545,"(41.85828, -87.726165)"
Crack,11,1151941,1903922,2005,41.89223445,-87.71743697,"(41.892234, -87.717437)"
Heroin,1,1176667,1889408,2005,41.85188422,-87.62706801,"(41.851884, -87.627068)"
Cannabis,5,1176693,1827853,2005,41.68296985,-87.62882308,"(41.68297, -87.628823)"
Heroin,2,1180639,1877275,2011,41.81849985,-87.61286342,"(41.8185, -87.612863)"
Cannabis,16,1132232,1938413,2005,41.98724706,-87.78901661,"(41.987247, -87.789017)"
Cannabis,5,1179013,1830727,2006,41.69080415,-87.62024339,"(41.690804, -87.620243)"
Heroin,11,1150750,1894431,2011,41.86621348,-87.7220593,"(41.866213, -87.722059)"
Cannabis,22,1168592,1836107,2016,41.70579814,-87.65824101,"(41.705798, -87.658241)"
Cannabis,8,1154582,1862632,2012,41.77887716,-87.70884011,"(41.778877, -87.70884)"
Cannabis,7,1177340,1859132,2011,41.76878896,-87.62551316,"(41.768789, -87.625513)"
Cannabis,10,1151056,1894439,2009,41.86622945,-87.72093573,"(41.866229, -87.720936)"
Cannabis,18,1173355,1906145,2003,41.89788576,-87.63872669,"(41.897886, -87.638727)"
Cannabis,9,1165092,1875248,2011,41.81328109,-87.66995248,"(41.813281, -87.669952)"
Cannabis,10,1151046,1890200,2006,41.85459733,-87.72108342,"(41.854597, -87.721083)"
Cannabis,15,1141672,1901087,2002,41.88465094,-87.75522124,"(41.884651, -87.755221)"
Heroin,15,1144234,1902896,2002,41.8895673,-87.74576761,"(41.889567, -87.745768)"
Heroin,15,1139758,1897140,2002,41.87385503,-87.76234625,"(41.873855, -87.762346)"
Cannabis,12,1160276,1904733,2007,41.89429164,-87.68680354,"(41.894292, -87.686804)"
Heroin,11,1153142,1897040,2003,41.87332579,-87.71320882,"(41.873326, -87.713209)"
Cannabis,14,1157943,1909198,2013,41.90659191,-87.69524998,"(41.906592, -87.69525)"
Crack,7,1172107,1861014,2005,41.77406997,-87.64463945,"(41.77407, -87.644639)"
Crack,14,1159334,1911179,2001,41.91199942,-87.6900857,"(41.911999, -87.690086)"
Crack,11,1149571,1898382,2010,41.87707843,-87.72628497,"(41.877078, -87.726285)"
Cannabis,15,1142913,1898534,2011,41.87762216,-87.7507277,"(41.877622, -87.750728)"
Crack,7,1167400,1863456,2005,41.78087326,-87.66182451,"(41.780873, -87.661825)"
Heroin,11,1160239,1895637,2008,41.86933217,-87.68719095,"(41.869332, -87.687191)"
Cannabis,22,1153900,1833704,2007,41.69950732,-87.71210595,"(41.699507, -87.712106)"
Cannabis,9,1171892,1868942,2005,41.79583002,-87.645195,"(41.79583, -87.645195)"
Heroin,15,1142857,1905614,2010,41.89705158,-87.75075683,"(41.897052, -87.750757)"
Heroin,25,1147115,1908300,2005,41.90434184,-87.73504886,"(41.904342, -87.735049)"
Crack,7,1167996,1867418,2001,41.79173268,-87.65952562,"(41.791733, -87.659526)"
Crack,4,1194144,1838972,2002,41.71307221,-87.56457912,"(41.713072, -87.564579)"
Cannabis,7,1164373,1865287,2012,41.78596209,-87.67287055,"(41.785962, -87.672871)"
Cannabis,16,1141792,1921221,2004,41.93989863,-87.75428142,"(41.939899, -87.754281)"
Cannabis,25,1143102,1910849,2002,41.91141243,-87.74972616,"(41.911412, -87.749726)"
Cannabis,25,1147256,1908963,2010,41.90615848,-87.73451392,"(41.906158, -87.734514)"
Cannabis,14,1154389,1918441,2003,41.93202727,-87.70805773,"(41.932027, -87.708058)"
Crack,11,1150362,1894752,2004,41.86710191,-87.72347532,"(41.867102, -87.723475)"
Crack,3,1179764,1863319,2004,41.78022343,-87.61650012,"(41.780223, -87.6165)"
Cannabis,14,1153770,1911099,2007,41.91189258,-87.71052843,"(41.911893, -87.710528)"
Cannabis,7,1167319,1866621,2015,41.78956015,-87.66203088,"(41.78956, -87.662031)"
Cannabis,11,1151145,1905078,2012,41.89542227,-87.72033003,"(41.895422, -87.72033)"
Heroin,11,1150776,1905070,2010,41.89540754,-87.7216855,"(41.895408, -87.721685)"
Cannabis,7,1176209,1857070,2013,41.76315606,-87.62972066,"(41.763156, -87.629721)"
Cannabis,18,1169588,1910119,2010,41.90887352,-87.65244656,"(41.908874, -87.652447)"
Cannabis,5,1168330,1828471,2009,41.68484934,-87.65941922,"(41.684849, -87.659419)"
Heroin,11,1151710,1907749,2015,41.90274066,-87.71818457,"(41.902741, -87.718185)"
Cannabis,15,1138863,1905206,2002,41.89600546,-87.76543633,"(41.896005, -87.765436)"
Crack,11,1150081,1907719,2014,41.90269024,-87.724169,"(41.90269, -87.724169)"
Cannabis,11,1155154,1896394,2015,41.87151297,-87.70583908,"(41.871513, -87.705839)"
Crack,11,1145017,1900814,2003,41.8838393,-87.74294468,"(41.883839, -87.742945)"
Crack,25,1136173,1920196,2010,41.93718822,-87.77495785,"(41.937188, -87.774958)"
Heroin,11,1150508,1907343,2003,41.90165012,-87.72261038,"(41.90165, -87.72261)"
Cocaine,14,1152066,1912735,2007,41.91641569,-87.71674525,"(41.916416, -87.716745)"
Heroin,11,1144545,1904215,2002,41.89318094,-87.74459224,"(41.893181, -87.744592)"
Crack,2,1176358,1878122,2002,41.82092151,-87.62854199,"(41.820922, -87.628542)"
Hallucinogens,3,1177868,1855294,2009,41.75824512,-87.62369385,"(41.758245, -87.623694)"
Cannabis,4,1194169,1835203,2009,41.70272908,-87.56461078,"(41.702729, -87.564611)"
Cannabis,6,1167145,1848707,2002,41.74040548,-87.66318064,"(41.740405, -87.663181)"
Crack,15,1142553,1904215,2001,41.89321822,-87.75190821,"(41.893218, -87.751908)"
Cannabis,9,1171612,1869012,2005,41.79602825,-87.64621972,"(41.796028, -87.64622)"
Cannabis,10,1151170,1894442,2013,41.86623545,-87.72051715,"(41.866235, -87.720517)"
Crack,5,1178027,1838473,2009,41.71208261,-87.62361949,"(41.712083, -87.623619)"
Cannabis,11,1146330,1897308,2006,41.87419354,-87.73821244,"(41.874194, -87.738212)"
Heroin,10,1149939,1891781,2001,41.85895737,-87.7251055,"(41.858957, -87.725105)"
Crack,15,1142460,1899505,2001,41.88029513,-87.75236688,"(41.880295, -87.752367)"
Crack,11,1153458,1896817,2003,41.87270758,-87.71205454,"(41.872708, -87.712055)"
Cannabis,7,1170745,1863803,2001,41.78175313,-87.64955098,"(41.781753, -87.649551)"
Cannabis,3,1180321,1863823,2005,41.78159369,-87.61444264,"(41.781594, -87.614443)"
Cannabis,2,1183148,1872494,2008,41.80532232,-87.60380853,"(41.805322, -87.603809)"
Crack,12,1167680,1893521,2004,41.86336874,-87.65993409,"(41.863369, -87.659934)"
Heroin,15,1141856,1905682,2011,41.89725677,-87.75443172,"(41.897257, -87.754432)"
Cocaine,25,1138577,1917476,2012,41.92968095,-87.76618877,"(41.929681, -87.766189)"
Heroin,11,1153755,1905130,2013,41.89551339,-87.71074269,"(41.895513, -87.710743)"
Cannabis,25,1138603,1915431,2001,41.92406877,-87.76614294,"(41.924069, -87.766143)"
Cannabis,4,1195392,1847638,2009,41.73682183,-87.55972339,"(41.736822, -87.559723)"
Cannabis,10,1150264,1890343,2012,41.855005,-87.72394998,"(41.855005, -87.72395)"
Cannabis,15,1141380,1899918,2008,41.88144845,-87.75632238,"(41.881448, -87.756322)"
Cocaine,10,1156711,1888894,2012,41.85090079,-87.70032572,"(41.850901, -87.700326)"
Heroin,11,1151522,1906731,2002,41.89995087,-87.71890191,"(41.899951, -87.718902)"
Crack,7,1175044,1862506,2014,41.77809913,-87.63382853,"(41.778099, -87.633829)"
Crack,3,1177575,1855355,2005,41.75841914,-87.62476582,"(41.758419, -87.624766)"
Cannabis,3,1193149,1856687,2004,41.76170807,-87.56764586,"(41.761708, -87.567646)"
Cannabis,5,1178414,1825317,2007,41.67597189,-87.62259975,"(41.675972, -87.6226)"
Cannabis,12,1165751,1898237,2012,41.87635115,-87.66688087,"(41.876351, -87.666881)"
Cannabis,9,1165847,1871864,2013,41.80397898,-87.6672793,"(41.803979, -87.667279)"
Cannabis,4,1197210,1852913,2004,41.75125179,-87.55288768,"(41.751252, -87.552888)"
Hallucinogens,16,1139328,1926063,2016,41.95323087,-87.76321915,"(41.953231, -87.763219)"
Cannabis,8,1160001,1867170,2010,41.79122034,-87.68884876,"(41.79122, -87.688849)"
Cannabis,11,1150440,1898296,2013,41.87682553,-87.72309648,"(41.876826, -87.723096)"
Heroin,11,1153796,1904464,2013,41.89368501,-87.71060986,"(41.893685, -87.71061)"
Heroin,11,1147512,1898001,2005,41.87607264,-87.73385486,"(41.876073, -87.733855)"
Crack,4,1184644,1843522,2005,41.72578543,-87.59922875,"(41.725785, -87.599229)"
Cannabis,17,1153820,1932630,2016,41.97097423,-87.70976936,"(41.970974, -87.709769)"
Cannabis,17,1149107,1921633,2001,41.94089046,-87.72738556,"(41.94089, -87.727386)"
Crack,9,1167305,1873576,2010,41.80864577,-87.66188301,"(41.808646, -87.661883)"
Cannabis,15,1141707,1900063,2010,41.88184031,-87.75511805,"(41.88184, -87.755118)"
Cannabis,15,1141672,1901087,2006,41.88465094,-87.75522124,"(41.884651, -87.755221)"
Cannabis,14,1153467,1908247,2010,41.90407247,-87.7117175,"(41.904072, -87.711718)"
Cannabis,7,1170478,1868217,2009,41.79387148,-87.65040132,"(41.793871, -87.650401)"
Cannabis,14,1158554,1909250,2001,41.90672211,-87.6930041,"(41.906722, -87.693004)"
Cannabis,11,1146885,1899648,2007,41.88060419,-87.73611493,"(41.880604, -87.736115)"
Cannabis,6,1166044,1852663,2013,41.75128477,-87.66710237,"(41.751285, -87.667102)"
Cannabis,15,1140279,1901839,2006,41.88674016,-87.76031817,"(41.88674, -87.760318)"
Cannabis,10,1149357,1890612,2005,41.85576078,-87.72727214,"(41.855761, -87.727272)"
Cannabis,25,1146702,1914058,2011,41.92015027,-87.73641873,"(41.92015, -87.736419)"
Heroin,15,1142860,1904813,2001,41.89485348,-87.75076579,"(41.894853, -87.750766)"
Cannabis,6,1169917,1852410,2016,41.75050733,-87.65291705,"(41.750507, -87.652917)"
Cannabis,6,1168950,1851057,2007,41.74681544,-87.65649959,"(41.746815, -87.6565)"
Heroin,11,1144453,1897831,2003,41.87566422,-87.74509084,"(41.875664, -87.745091)"
Crack,6,1183119,1844586,2001,41.72874073,-87.60478187,"(41.728741, -87.604782)"
Cannabis,24,1164635,1950667,2006,42.02024534,-87.66948742,"(42.020245, -87.669487)"
Cannabis,8,1153047,1853157,2015,41.75290669,-87.71471743,"(41.752907, -87.714717)"
Crack,24,1167780,1939826,2002,41.99042996,-87.65822866,"(41.99043, -87.658229)"
Crack,14,1159848,1908228,2003,41.90389105,-87.68827894,"(41.903891, -87.688279)"
Crack,10,1148576,1894154,2004,41.86549556,-87.73004746,"(41.865496, -87.730047)"
Cannabis,14,1152549,1911336,2005,41.91256717,-87.71500778,"(41.912567, -87.715008)"
Cannabis,12,1154929,1903987,2010,41.89235343,-87.70646152,"(41.892353, -87.706462)"
Cannabis,2,1179619,1875043,2014,41.81239846,-87.61667338,"(41.812398, -87.616673)"
Cannabis,16,1143809,1920927,2003,41.93905424,-87.74687562,"(41.939054, -87.746876)"
Cannabis,24,1163837,1947011,2007,42.01023016,-87.67252786,"(42.01023, -87.672528)"
Heroin,15,1144003,1901147,2016,41.88477218,-87.74665987,"(41.884772, -87.74666)"
Cannabis,5,1176901,1831918,2009,41.69412015,-87.62793982,"(41.69412, -87.62794)"
Heroin,10,1150738,1888772,2012,41.85068474,-87.72225122,"(41.850685, -87.722251)"
Crack,11,1150644,1902750,2005,41.88904381,-87.72223099,"(41.889044, -87.722231)"
Heroin,11,1156095,1899864,2005,41.88101607,-87.70229062,"(41.881016, -87.702291)"
Heroin,11,1150815,1894433,2010,41.8662177,-87.72182063,"(41.866218, -87.721821)"
Hallucinogens,10,1153986,1891004,2014,41.85674556,-87.7102709,"(41.856746, -87.710271)"
Cannabis,20,1164777,1932540,2009,41.97050136,-87.66948201,"(41.970501, -87.669482)"
Cannabis,6,1183608,1852609,2011,41.75074535,-87.60274106,"(41.750745, -87.602741)"
Cannabis,8,1161515,1860636,2015,41.77325888,-87.68347829,"(41.773259, -87.683478)"
Cannabis,15,1141741,1904839,2012,41.89494561,-87.75487498,"(41.894946, -87.754875)"
Heroin,15,1138690,1901450,2007,41.88570166,-87.76616292,"(41.885702, -87.766163)"
Heroin,11,1149482,1899030,2014,41.87885835,-87.72659494,"(41.878858, -87.726595)"
Crack,11,1153859,1905098,2001,41.89542351,-87.71036157,"(41.895424, -87.710362)"
Crack,15,1141088,1906157,2008,41.89857441,-87.7572408,"(41.898574, -87.757241)"
Cannabis,12,1163293,1903099,2012,41.8897449,-87.67576902,"(41.889745, -87.675769)"
Crack,15,1143515,1906015,2003,41.89813968,-87.74833002,"(41.89814, -87.74833)"
Crack,15,1141870,1905088,2014,41.8956265,-87.75439502,"(41.895627, -87.754395)"
Cannabis,25,1137590,1909391,2006,41.90751264,-87.77001094,"(41.907513, -87.770011)"
Cannabis,8,1142794,1861504,2002,41.77600852,-87.75208453,"(41.776009, -87.752085)"
Crack,12,1160769,1899481,2003,41.87986949,-87.6851386,"(41.879869, -87.685139)"
Cannabis,5,1174405,1827406,2005,41.68179425,-87.63721179,"(41.681794, -87.637212)"
Heroin,11,1156037,1899862,2006,41.88101175,-87.70250365,"(41.881012, -87.702504)"
Cannabis,2,1188046,1870446,2004,41.79958698,-87.58591025,"(41.799587, -87.58591)"
Cannabis,3,1186284,1862838,2003,41.77875189,-87.59261225,"(41.778752, -87.592612)"
Heroin,11,1144876,1897607,2014,41.87504157,-87.74354338,"(41.875042, -87.743543)"
Cannabis,7,1165068,1860246,2006,41.77211426,-87.67046481,"(41.772114, -87.670465)"
