Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude
Cannabis,15,1139627,1898455,2009,41.87746595,-87.76279513
Crack,11,1159624,1898084,2002,41.87605965,-87.68938138
Hallucinogens,22,1174517,1831281,2007,41.69242537,-87.6366871
Cannabis,5,1177281,1831016,2007,41.69163638,-87.62657565
Cannabis,11,1153508,1899806,2005,41.88090872,-87.7117915
Cannabis,25,1148157,1907791,2005,41.90292509,-87.7312344
Cannabis,15,1141335,1901186,2010,41.88492883,-87.75645633
Heroin,9,1174160,1879073,2003,41.82358034,-87.63657697
Crack,2,1176902,1878332,2001,41.82148551,-87.62654001
Cannabis,10,1152880,1894479,2004,41.86630331,-87.71423857
Cannabis,15,1143222,1903538,2012,41.89134798,-87.74946811
Crack,15,1143383,1896016,2004,41.87070369,-87.74906489
Cannabis,11,1153785,1905130,2009,41.8955128,-87.71063251
Crack,19,1167870,1931093,2013,41.96646442,-87.65815082
Heroin,11,1146066,1895971,2003,41.87052966,-87.73921571
Cannabis,25,1135814,1915320,2002,41.92381434,-87.77639366
Hallucinogens,7,1170917,1856112,2012,41.76064434,-87.6491447
Crack,19,1170210,1926551,2006,41.9539501,-87.64968031
Cannabis,25,1140275,1907473,2013,41.90220061,-87.76019465
Crack,7,1171796,1860257,2008,41.7719995,-87.6458017
Cannabis,25,1142105,1909189,2005,41.90687576,-87.75343009
Crack,4,1187182,1855250,2009,41.75790848,-87.58956072
Heroin,7,1172571,1856206,2005,41.76086603,-87.64307997
Cannabis,6,1169735,1850913,2010,41.74640331,-87.65362731
Heroin,11,1149044,1900346,2010,41.88247808,-87.72816913
Heroin,10,1149305,1892081,2013,41.85979291,-87.72742495
Crack,25,1149436,1911563,2016,41.91325109,-87.72643832
Cannabis,4,1196548,1852950,2009,41.75136977,-87.5553123
Cannabis,10,1149952,1892744,2016,41.86159971,-87.72503274
Cannabis,25,1141936,1910153,2013,41.90952422,-87.75402699
Heroin,25,1136840,1910376,2008,41.91022908,-87.77274242
Cannabis,5,1178795,1830942,2005,41.69139909,-87.62103499
Cannabis,25,1149097,1910028,2013,41.90904548,-87.72772356
Crack,10,1151628,1892182,2005,41.86002476,-87.71889516
Cannabis,14,1159624,1918527,2012,41.93215689,-87.68881743
Cannabis,24,1164516,1946316,2008,42.00830865,-87.6700494
Cannabis,10,1150123,1894416,2006,41.86618454,-87.72436148
Cannabis,9,1171236,1885625,2010,41.84162419,-87.64711201
Cannabis,15,1142029,1899173,2016,41.87939208,-87.75395772
Crack,11,1150887,1898415,2003,41.87714335,-87.7214521
Crack,7,1167071,1863379,2011,41.78066901,-87.66303289
Cannabis,7,1173992,1865031,2011,41.78505143,-87.63761029
Cocaine,14,1159145,1909441,2004,41.9072341,-87.69082786
Cannabis,11,1150441,1898273,2013,41.8767624,-87.72309341
Crack,12,1157252,1900552,2002,41.88288059,-87.69802348
Crack,6,1164804,1849454,2011,41.74250506,-87.67173679
Cannabis,7,1167236,1856981,2008,41.76310854,-87.6626109
Cannabis,2,1178086,1873899,2008,41.80929417,-87.62233108
Cannabis,9,1166176,1871896,2005,41.80405979,-87.66607177
Hallucinogens,25,1142014,1909493,2015,41.90771166,-87.75375683
Cannabis,5,1178722,1826074,2010,41.67804224,-87.62144952
Cannabis,6,1183980,1851187,2007,41.74683455,-87.60142222
Heroin,7,1164118,1862520,2002,41.77837446,-87.67388331
Cannabis,7,1172261,1867550,2015,41.7920021,-87.64388281
Cannabis,10,1151904,1894136,2003,41.86538134,-87.7178306
Crack,24,1163657,1951198,2012,42.02172317,-87.67307131
Heroin,15,1140650,1901724,2005,41.88641778,-87.75895857
Crack,25,1142313,1918147,2012,41.9314536,-87.75244311
Heroin,15,1143297,1903539,2004,41.89134933,-87.74919264
Crack,25,1151626,1913041,2003,41.91726405,-87.71835375
Crack,15,1141884,1906136,2001,41.89850208,-87.75431762
Crack,3,1186951,1861527,2003,41.7751386,-87.59020855
Cannabis,1,1176462,1901748,2003,41.88575057,-87.62744798
Crack,11,1159624,1898084,2003,41.87605965,-87.68938138
Cannabis,2,1176924,1868188,2008,41.79364895,-87.62676524
Cannabis,6,1177949,1842478,2010,41.72307462,-87.62378426
Heroin,11,1156889,1899881,2010,41.88104666,-87.69937463
Cannabis,24,1165388,1951152,2004,42.02156013,-87.66670254
Crack,10,1152973,1891617,2006,41.85844782,-87.71397295
Cannabis,11,1151710,1907749,2013,41.90274066,-87.71818457
Crack,19,1168133,1931076,2006,41.96641208,-87.65718431
Cannabis,7,1172916,1859627,2005,41.77024606,-87.64171471
Heroin,11,1149364,1900767,2012,41.88362716,-87.72698315
Crack,7,1167719,1864012,2015,41.78239215,-87.66063904
Crack,11,1150294,1903276,2013,41.89049404,-87.72350261
Hallucinogens,11,1144513,1904214,2013,41.8931788,-87.74470979
Heroin,11,1150460,1894424,2015,41.86619993,-87.72312411
Crack,22,1172744,1836971,2001,41.70807876,-87.64301135
Heroin,11,1144812,1896930,2002,41.873185,-87.74379543
Cannabis,14,1152909,1914218,2008,41.9204685,-87.71360871
Crack,15,1141200,1902044,2013,41.88728578,-87.75693091
Crack,5,1174455,1825762,2002,41.67728174,-87.63707739
Crack,8,1160040,1862784,2008,41.77918375,-87.68882631
Heroin,15,1143595,1898219,2004,41.87674503,-87.74823142
Cannabis,6,1182970,1851301,2007,41.7471709,-87.60511954
Heroin,2,1176971,1875717,2001,41.81430817,-87.62636581
Cannabis,19,1172051,1929652,2004,41.96241884,-87.64282078
Cannabis,7,1168151,1860283,2006,41.77215003,-87.65916239
Cannabis,25,1136601,1911845,2008,41.91426447,-87.77358521
Cocaine,9,1160416,1875765,2013,41.81479757,-87.68709007
Cannabis,15,1142731,1904178,2007,41.89311337,-87.7512554
Crack,11,1150254,1904749,2010,41.89453688,-87.72361107
Cannabis,22,1171502,1836740,2001,41.7074721,-87.64756636
Heroin,18,1171402,1909901,2005,41.90823561,-87.64578924
Crack,1,1176683,1888842,2007,41.85033071,-87.62702637
Cannabis,15,1139883,1905801,2012,41.89761962,-87.76167547
Heroin,15,1143663,1895844,2007,41.87022646,-87.74804121
Heroin,7,1171887,1856931,2009,41.76287055,-87.64556561
Cannabis,17,1152947,1928457,2002,41.95954065,-87.71309056
Cannabis,3,1187334,1859537,2012,41.76966878,-87.58886769
Cannabis,5,1168795,1826327,2006,41.67895584,-87.65777851
Crack,7,1168820,1860041,2010,41.77147153,-87.65671702
Cannabis,6,1168040,1852322,2002,41.75030637,-87.65979778
Cannabis,9,1166461,1873638,2008,41.80883396,-87.66497685
Crack,15,1144204,1900069,2004,41.88181024,-87.74594885
Cannabis,9,1171904,1868467,2015,41.7945263,-87.64516494
Cannabis,3,1182291,1863899,2009,41.78175682,-87.60721788
Crack,7,1176176,1858343,2011,41.76665006,-87.62980344
Crack,2,1180684,1881421,2005,41.82987575,-87.61257075
Heroin,25,1139129,1911082,2002,41.91212507,-87.7643162
Cannabis,14,1155239,1917126,2006,41.92840176,-87.7049695
Hallucinogens,15,1142821,1896847,2016,41.87299453,-87.75110752
Cannabis,9,1155998,1878914,2002,41.82352887,-87.7032113
Crack,11,1149081,1899114,2004,41.87909662,-87.72806517
Heroin,15,1139155,1906452,2008,41.89941933,-87.76433351
Cannabis,11,1151830,1907449,2008,41.90191507,-87.71775169
Cocaine,25,1149156,1912984,2012,41.91715589,-87.72743011
Crack,7,1174334,1868333,2005,41.79410487,-87.63625822
Heroin,6,1176944,1842276,2003,41.72254298,-87.62747153
Crack,11,1157353,1899830,2007,41.8808973,-87.69767224
Cannabis,15,1141817,1904132,2013,41.89300411,-87.75461336
Heroin,1,1176718,1886997,2006,41.84526711,-87.62695362
Heroin,7,1165089,1863324,2007,41.78056025,-87.67030084
Cannabis,17,1147245,1923586,2002,41.94628557,-87.73417899
Cannabis,15,1138977,1901868,2009,41.8868435,-87.76509882
Cannabis,2,1182968,1874535,2005,41.81092718,-87.6044052
Heroin,15,1144347,1900826,2014,41.88388485,-87.74540471
Cannabis,19,1169936,1926850,2007,41.95477656,-87.65067881
Cannabis,7,1166524,1859254,2008,41.76936116,-87.66515579
Cannabis,17,1153047,1925226,2002,41.95067257,-87.71280892
Crack,18,1175278,1908386,2001,41.90399224,-87.63159645
Crack,14,1158649,1907880,2008,41.90296077,-87.69269271
Crack,5,1177358,1838969,2010,41.7134588,-87.62605462
Cannabis,15,1143970,1904160,2001,41.89304082,-87.74670541
Cannabis,6,1180881,1855140,2003,41.75775379,-87.61265631
Heroin,25,1137456,1907761,2013,41.90304213,-87.77054247
Cannabis,10,1149948,1891405,2001,41.85792541,-87.72508224
Cannabis,3,1189204,1857587,2008,41.76427319,-87.58207564
Heroin,15,1143906,1900541,2014,41.88311106,-87.74703127
Cannabis,3,1192575,1858929,2001,41.76787429,-87.56967664
Heroin,11,1144515,1904540,2008,41.89407334,-87.74469423
Cannabis,6,1183317,1851302,2008,41.74716558,-87.60384802
Cocaine,5,1178927,1827640,2012,41.68233493,-87.62065173
Cocaine,10,1151700,1885125,2012,41.84065808,-87.71881624
Heroin,2,1178491,1870189,2005,41.7991044,-87.62095841
Cannabis,2,1179901,1879608,2006,41.82491873,-87.61549913
Crack,4,1194563,1852907,2004,41.7513008,-87.56258763
Crack,10,1155334,1890331,2005,41.85487183,-87.70534105
Cannabis,25,1149961,1913670,2011,41.91902269,-87.72445461
Cannabis,15,1141475,1900250,2009,41.88235775,-87.75596534
Heroin,15,1143290,1903539,2003,41.89134946,-87.74921835
Cocaine,8,1158931,1865413,2008,41.78642084,-87.69282024
Cannabis,9,1165404,1875943,2009,41.81518163,-87.66878833
Crack,24,1164402,1950346,2003,42.01936947,-87.67035399
Cannabis,11,1149178,1907301,2012,41.90156075,-87.72749675
Heroin,15,1142648,1905515,2012,41.8967838,-87.75152693
Cannabis,11,1148812,1905023,2014,41.89531677,-87.72890007
Cannabis,14,1159722,1917867,2012,41.93034378,-87.68847554
Cannabis,24,1164865,1949137,2005,42.0160421,-87.66868476
Cannabis,11,1153563,1905222,2015,41.89576967,-87.71144542
Cannabis,10,1153497,1884862,2007,41.8399009,-87.71222886
Crack,8,1161496,1861276,2013,41.77501552,-87.68353021
Cannabis,3,1179077,1864948,2009,41.78470925,-87.61896913
Cocaine,10,1154962,1888528,2004,41.84993164,-87.70675475
Cannabis,9,1159675,1878623,2010,41.82265553,-87.68972965
Crack,8,1159683,1862734,2001,41.77905388,-87.69013648
Cannabis,8,1162214,1860647,2002,41.77327454,-87.6809156
Cannabis,25,1145701,1914575,2004,41.92158803,-87.74008348
Cannabis,5,1173138,1823293,2005,41.67053551,-87.64197051
Cannabis,11,1156074,1899044,2009,41.87876633,-87.70238987
Cannabis,6,1180383,1849223,2003,41.74152832,-87.61466253
Heroin,11,1152895,1905347,2003,41.89612594,-87.71389553
Cannabis,17,1154172,1931927,2003,41.96903812,-87.70849387
Heroin,11,1152920,1896474,2015,41.87177702,-87.71403889
Cannabis,25,1146828,1916920,2013,41.92800146,-87.73588252
Cannabis,8,1156734,1852588,2009,41.75127172,-87.70122123
Cannabis,10,1155059,1888365,2002,41.84948241,-87.70640311
Cocaine,25,1140996,1916133,2014,41.92595136,-87.75733264
Crack,15,1141627,1902392,2006,41.88823285,-87.75535421
Crack,3,1178634,1855322,2006,41.75830458,-87.6208857
Cannabis,20,1155809,1938617,2005,41.98736291,-87.7022934
Crack,14,1156565,1910853,2002,41.91116138,-87.70026707
Heroin,9,1172482,1871639,2016,41.80321789,-87.64295202
Heroin,11,1152291,1901263,2009,41.88493098,-87.71622179
Heroin,11,1151168,1907403,2006,41.90180185,-87.72018453
Cannabis,5,1183077,1818560,2002,41.65732288,-87.60574104
Cannabis,7,1172004,1859103,2006,41.76882822,-87.64507309
Cannabis,25,1135916,1915323,2004,41.92382075,-87.7760188
Cannabis,11,1148708,1899337,2008,41.87971577,-87.72942901
Cannabis,25,1149125,1908029,2003,41.90355948,-87.72767255
Heroin,15,1142032,1900293,2002,41.88246544,-87.75391894
Crack,9,1165603,1868719,2005,41.79535391,-87.66826342
Crack,24,1166995,1946661,2015,42.00920227,-87.66091862
Cannabis,19,1166677,1931006,2012,41.9662514,-87.66253977
Heroin,10,1148968,1892209,2003,41.86015068,-87.72865869
Heroin,11,1153913,1904640,2006,41.89416564,-87.71017546
Crack,12,1166352,1894784,2002,41.866863,-87.66477295
Crack,10,1153728,1890281,2002,41.8547667,-87.71123713
Cannabis,5,1178960,1826662,2007,41.6796504,-87.62056055
Cannabis,22,1166979,1830579,2005,41.69066294,-87.66430495
Heroin,25,1143111,1915508,2005,41.92419705,-87.74957659
Cannabis,4,1189838,1852959,2008,41.75155834,-87.57990047
Heroin,22,1174165,1846905,2013,41.73530766,-87.63751356
Crack,11,1146206,1901075,2006,41.88453299,-87.73857187
Heroin,15,1141204,1905067,2003,41.89558118,-87.75684163
Crack,10,1155610,1892287,2008,41.86023376,-87.7042754
Cannabis,1,1176681,1888910,2006,41.85051735,-87.62703166
Cannabis,2,1184333,1875757,2011,41.81424855,-87.59936029
Cannabis,6,1182970,1851301,2008,41.7471709,-87.60511954
Crack,1,1177304,1900624,2007,41.88264721,-87.62439012
Cannabis,7,1166502,1860047,2009,41.77153772,-87.66521386
Cannabis,15,1143840,1906543,2006,41.89958248,-87.74712306
Heroin,11,1153371,1902187,2005,41.88744515,-87.71223128
Heroin,2,1181585,1880966,2007,41.8286064,-87.6092791
Cannabis,4,1196482,1853629,2016,41.75323464,-87.55553166
Cannabis,25,1138417,1907465,2001,41.90221252,-87.76701965
Cannabis,9,1162247,1881937,2013,41.83169627,-87.68020159
Crack,15,1143323,1897791,2005,41.87557563,-87.74924083
Cannabis,3,1182328,1862419,2010,41.7776947,-87.60712805
Crack,2,1177075,1872016,2001,41.80414994,-87.62609605
Crack,15,1143278,1899120,2003,41.87922341,-87.74937286
Cannabis,7,1172325,1866689,2001,41.78963802,-87.64367346
Cannabis,3,1183990,1861215,2001,41.77435214,-87.60107279
Cannabis,7,1169629,1866831,2014,41.7900866,-87.65355473
Heroin,3,1190225,1855673,2001,41.75899649,-87.57839505
Crack,9,1167098,1871578,2012,41.80316747,-87.66269942
Methamphetamines,11,1150127,1899045,2015,41.87888697,-87.72422621
Heroin,11,1150644,1902744,2011,41.88902734,-87.72223115
Cannabis,6,1177842,1849979,2007,41.74366073,-87.62394974
Heroin,11,1152478,1897007,2003,41.87324837,-87.71564758
Cannabis,14,1153392,1912606,2003,41.91603544,-87.71187699
Cannabis,10,1161359,1887011,2003,41.84563835,-87.68331888
Heroin,11,1151172,1907260,2015,41.90140937,-87.72017359
Cannabis,14,1153806,1913946,2005,41.91970428,-87.7103202
Cannabis,8,1150549,1870984,2008,41.80187574,-87.72340837
Cannabis,2,1179273,1879203,2010,41.82382175,-87.61781543
Cannabis,8,1153950,1873980,2011,41.81003028,-87.71085585
Cannabis,17,1150870,1931144,2006,41.96695496,-87.72065594
Cannabis,11,1149797,1897614,2013,41.87496657,-87.72547513
Cannabis,4,1190454,1852974,2006,41.75158468,-87.57764267
Heroin,10,1150734,1888882,2015,41.85098667,-87.72226302
Hallucinogens,10,1150223,1891754,2008,41.85887775,-87.72406372
Cannabis,4,1199975,1846424,2007,41.73337625,-87.54297396
Cannabis,12,1167812,1894227,2001,41.86530322,-87.65942918
Crack,19,1168192,1930429,2003,41.96463541,-87.65698615
Cannabis,4,1186971,1850655,2014,41.74530436,-87.5904794
Cannabis,5,1176571,1835979,2011,41.70527153,-87.62902645
Cannabis,5,1174686,1825980,2005,41.67787485,-87.63622541
Crack,15,1138981,1901770,2006,41.8865745,-87.76508651
Cocaine,5,1177478,1828703,2006,41.68528473,-87.62592395
Cannabis,9,1163719,1870845,2004,41.80122771,-87.67511241
Crack,15,1142357,1907518,2014,41.90228567,-87.75254594
Crack,15,1140891,1904386,2004,41.8937182,-87.758008
Heroin,5,1181013,1831450,2016,41.6927425,-87.61289916
Heroin,10,1152579,1893773,2010,41.86437192,-87.71536223
Cannabis,4,1189843,1855445,2011,41.75838003,-87.57980235
Crack,4,1193067,1847134,2001,41.73549584,-87.56825771
Crack,11,1151524,1906683,2002,41.89981911,-87.71889583
Crack,15,1139483,1900392,2010,41.88278396,-87.76327663
Heroin,11,1156836,1899214,2005,41.87921742,-87.69958733
Heroin,11,1146174,1899632,2002,41.88057384,-87.73872609
Cocaine,8,1156300,1864008,2012,41.78261869,-87.70250471
Cannabis,3,1187104,1857211,2007,41.76329149,-87.58978446
Crack,3,1179985,1862486,2001,41.77793253,-87.61571539
Cannabis,15,1142385,1899713,2004,41.8808673,-87.75263711
Cannabis,22,1172852,1846374,2002,41.73387955,-87.64233947
Cannabis,19,1168402,1931029,2012,41.96627728,-87.65619661
Crack,9,1166267,1868639,2012,41.79512026,-87.66583079
Heroin,25,1135237,1910661,2009,41.91103975,-87.77862455
Cannabis,3,1182684,1861922,2009,41.77632263,-87.60583838
Heroin,11,1153283,1903487,2009,41.89101422,-87.71251991
Cannabis,7,1170512,1858761,2008,41.76792236,-87.65055197
Heroin,12,1156997,1902138,2014,41.8872379,-87.69891679
Cannabis,22,1172843,1835037,2009,41.7027694,-87.64270561
Cannabis,22,1165560,1831755,2006,41.69392021,-87.66946684
Heroin,19,,,2007,,
Cannabis,5,1173227,1823129,2007,41.6700835,-87.6416496
Crack,12,1160793,1899482,2006,41.87987174,-87.68505045
Cannabis,25,1141103,1907821,2007,41.90314035,-87.75714466
Cocaine,10,1155547,1889204,2008,41.85177493,-87.70458953
Heroin,10,1152187,1893045,2010,41.86238194,-87.71682046
Heroin,11,1150495,1896627,2005,41.87224453,-87.72293811
Cocaine,5,1179653,1828513,2003,41.68471406,-87.61796763
Cannabis,6,1170654,1849777,2012,41.743266,-87.65029293
Cannabis,18,1176863,1910571,2014,41.90995225,-87.62570821
Cannabis,10,1148345,1886897,2015,41.84558589,-87.73108234
Crack,15,1142760,1906189,2009,41.89863125,-87.75109877
Cannabis,18,1169661,1910842,2013,41.91085588,-87.6521573
Cannabis,25,1134856,1915295,2012,41.92376276,-87.77991438
Cannabis,2,1178978,1876569,2010,41.81660058,-87.61897801
Heroin,11,1151897,1905402,2012,41.89629658,-87.71755956
Crack,12,1157441,1899892,2014,41.88106564,-87.69734742
Heroin,11,1149054,1899974,2006,41.88145708,-87.72814204
Cannabis,15,1140483,1906461,2010,41.89941975,-87.75945549
Cannabis,2,1178510,1881643,2013,41.83053471,-87.62054031
Cannabis,18,1173456,1915775,2005,41.92430871,-87.63806902
Crack,6,1184983,1852847,2008,41.75136629,-87.59769501
Heroin,6,1172364,1851608,2013,41.74825309,-87.64397366
Cannabis,11,1150396,1899641,2005,41.88051722,-87.72322293
Heroin,15,1141315,1902684,2001,41.8890399,-87.75649279
Cannabis,11,1150993,1902143,2013,41.88737131,-87.72096523
Cannabis,25,1136916,1913192,2009,41.91795515,-87.77239557
Crack,4,1195210,1835065,2005,41.70232484,-87.56080351
Heroin,11,1150457,1905064,2003,41.89539731,-87.72285727
Heroin,11,1150570,1905307,2006,41.89606192,-87.7224359
Cocaine,25,1147802,1916943,2006,41.9280459,-87.73230281
Heroin,8,1159188,1860507,2012,41.77295282,-87.6920121
Cannabis,6,1166302,1852315,2013,41.75032432,-87.66616681
Crack,5,1181185,1832520,2004,41.69567477,-87.61223665
Cannabis,6,1172329,1852826,2007,41.7515962,-87.64406616
Crack,5,1176584,1835979,2008,41.70527124,-87.62897884
Crack,18,1175263,1910201,2016,41.90897302,-87.63159701
Cannabis,11,1157073,1899740,2006,41.88065601,-87.69870282
Crack,19,1170571,1927184,2003,41.95567917,-87.64833464
Cannabis,8,1150224,1867157,2009,41.7913802,-87.72469966
Cocaine,10,1156376,1888952,2009,41.85106672,-87.70155368
Cannabis,8,1156808,1862441,2014,41.77830837,-87.70068449
Cannabis,4,1201457,1841711,2013,41.72040595,-87.53770439
Cannabis,7,1169252,1864996,2011,41.78505932,-87.65499017
Cannabis,8,1161178,1862225,2001,41.7776263,-87.68466972
Hallucinogens,4,1194833,1855572,2011,41.75860713,-87.56151062
Cannabis,7,1171500,1858924,2007,41.76834807,-87.64692574
Cannabis,22,1171230,1844974,2005,41.73007334,-87.64832251
Heroin,11,1148709,1905691,2005,41.89715182,-87.72926109
Cocaine,8,1154655,1867673,2006,41.79270895,-87.70843816
Cannabis,7,1166421,1858951,2011,41.76853188,-87.66554197
Crack,11,1153825,1903796,2003,41.89185137,-87.71052116
Cannabis,12,1159388,1906569,2012,41.8993481,-87.69001433
Heroin,11,1151039,1894767,2013,41.86712985,-87.72098955
Hallucinogens,4,1194900,1855736,2006,41.75905551,-87.56125968
Crack,3,1189073,1857664,2001,41.76448763,-87.58255331
Cannabis,22,1175132,1835601,2009,41.70426642,-87.63430712
Cannabis,18,1173068,1909520,2008,41.90715332,-87.63968057
Cannabis,16,1129291,1943036,2012,41.99998378,-87.79972797
Cannabis,1,1172257,1897564,2004,41.87436328,-87.64301304
Cocaine,4,1201174,1815615,2013,41.64880321,-87.53962153
Crack,10,1150170,1884913,2002,41.84010623,-87.72443632
Cannabis,11,1147021,1900884,2005,41.88399332,-87.73558393
Crack,6,1172715,1850990,2007,41.74654949,-87.64270566
Heroin,2,1183101,1874456,2015,41.8107073,-87.60391984
Cannabis,2,1177219,1868295,2008,41.79393591,-87.62568028
Cannabis,25,1138774,1907888,2015,41.90336681,-87.76569804
Crack,7,1165962,1866221,2001,41.78849146,-87.66701795
Cannabis,10,1151380,1894447,2006,41.86624505,-87.71974608
Cannabis,3,1186808,1856707,2005,41.76191548,-87.59088529
Cannabis,6,1179544,1855351,2006,41.75836343,-87.61754978
Cannabis,4,1191180,1842048,2014,41.72158518,-87.57533491
Heroin,2,1180693,1881421,2005,41.82987554,-87.61253773
Cannabis,22,1170570,1837826,2012,41.71047256,-87.65094784
Heroin,11,,,2008,,
Cocaine,16,1138994,1941849,2004,41.99655508,-87.76406134
